cuda_source,run_args,artifact_path,run_code,artifact_code,total_energy_j,total_estimated_energy_j
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""8192"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_120925/small_blue_elephant_main_artifact.zip,0,0,0.0,11.844962637209
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""16384"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_120947/small_blue_elephant_main_artifact.zip,0,0,0.0,23.689925274419
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""32768"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_121012/small_blue_elephant_main_artifact.zip,0,0,0.0,47.379850548837
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""65536"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_121042/small_blue_elephant_main_artifact.zip,0,0,31.25692647550001,94.759701097674
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""131072"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_121120/small_blue_elephant_main_artifact.zip,0,0,115.71009985700006,189.519402195348
/home/rasmus/aau-p10-ptx-energy/experiments/apps/sgemm_1_naive/main.cu,"{""SIZE_M"": ""262144"", ""SIZE_K"": ""1024"", ""SIZE_N"": ""1024""}",/home/p10/sambashare/artifacts/small_blue_elephant_sgemm_1_naive_bundle_20260409_121217/small_blue_elephant_main_artifact.zip,0,0,266.69673025300017,379.038804390697
