kernelName,powerConsumptionJoules,predictedPowerConsumptionJoules
npb_cg_kernel_two,6762.298668546,443.1697940440718
npb_cg_kernel_nine,7553.166851159,631.3159788678344
npb_ft_evolve_kernel,4815.0090260825,8591.397336964455
npb_sp_error_norm_gpu_kernel_2,827.826291295,0.8301804609535063
npb_is_full_verify_kernel_3,1397.8460702395,1290.2753727636014
npb_bt_compute_rhs_7,6970.5142856195,1737.345220856574
npb_cg_kernel_ten_1,6985.806795893999,481.86193456615257
npb_is_full_verify_kernel_1,1254.9743036334999,2149.3608229539045
npb_sp_initialize_gpu_kernel,1021.2036030624997,0.5018434379462771
npb_sp_rhs_norm_gpu_kernel_1,877.1699404705,0.6936160734315286
npb_ft_cffts3_kernel_3,3298.9707321164997,5307.025312197536
npb_mg_zero3_gpu_kernel,1734.666770439,2.85158522693248
npb_is_full_verify_kernel_2,1049.5188193375,84.27442594445223
npb_is_rank_kernel_5,804.7364254095002,1.0856771064723747
npb_lu_erhs_4,900.659300762,1.3049546515582178
npb_lu_setiv_gpu_kernel,970.777650486,1.172282526053213
npb_sp_add_gpu_kernel,893.6259431259999,3.112097223882726
npb_bt_compute_rhs_8,1022.5672285455,2025.5582665966124
npb_bt_y_solve_3,800.5929858764999,12.826722402477495
npb_sp_exact_rhs_gpu_kernel_1,841.6775280204998,2.3782621631388934
npb_sp_compute_rhs_gpu_kernel_1,863.7289374525,2.427237872776831
npb_bt_y_solve_1,1518.4313947,1892.8185400515238
npb_bt_compute_rhs_1,1626.5198959185002,518.841235127489
npb_mg_resid_gpu_kernel,1443.6606452264996,2.629717141879586
npb_ft_compute_indexmap_kernel,8269.400502045999,14786.229540429049
npb_lu_erhs_2,960.212331145,1.3470903694064282
npb_is_create_seq_kernel,896.986863117,2.9992166927049833
npb_is_rank_kernel_7,866.845101627,0.2687922636746413
npb_lu_rhs_4,923.7161777959999,1.315362092734848
npb_mg_comm3_kernel_1,987.7546207025,3.3166127089591537
npb_ft_cffts3_kernel_2,1310.5714782385,7.713900076526827
npb_ft_init_ui_kernel,4266.587923514,3955.0240890376094
