kernelName,powerConsumptionJoules,predictedPowerConsumptionJoules
npb_cg_kernel_two,7051.6349871405,898.7184830020794
ub_1_2d_store,1335.0644477075,348.51334447965763
npb_cg_kernel_nine,7568.542744397,1078.6146369837375
npb_ft_evolve_kernel,4760.9801463250005,8166.401828504281
npb_sp_error_norm_gpu_kernel_2,831.789490517,1.6403344841312688
npb_is_full_verify_kernel_3,1401.22776795,3976.774502323642
npb_bt_compute_rhs_7,7287.8013946305,1663.1949556412903
npb_cg_kernel_ten_1,6954.940892709499,936.8839538583974
npb_is_full_verify_kernel_1,1254.6922481015,2213.99799551495
sb_fp64_pure,847.2393338134998,76.85623830215782
npb_sp_initialize_gpu_kernel,1012.8511307915,67.7513066755649
npb_sp_rhs_norm_gpu_kernel_1,874.880433734,94.8437566831036
npb_ft_cffts3_kernel_3,3292.9951914325,5089.056327838816
npb_mg_zero3_gpu_kernel,1728.2898803300004,3287.5125553127773
npb_is_full_verify_kernel_2,1045.066232439,84.82739465451677
npb_is_rank_kernel_5,794.2829702910001,2.6381193466539323
ub_2_2d_store_single,1331.1363295734998,348.51334447965763
npb_lu_erhs_4,898.9322314150002,46.53009096622706
npb_lu_setiv_gpu_kernel,941.4080710595001,34.28307558643841
sgemm_2_kernel_global_mem_coalesce,1732.5639502615,15.143891230228586
npb_sp_add_gpu_kernel,908.2006988815001,160.55409933743536
npb_bt_compute_rhs_8,1034.4176677755,1954.9177185120143
npb_bt_y_solve_3,804.4117795690001,66.18555617652281
npb_sp_exact_rhs_gpu_kernel_1,844.028201585,122.63819393390061
npb_sp_compute_rhs_gpu_kernel_1,861.3686037200001,125.12807722903133
npb_bt_y_solve_1,1529.469124056,1807.7923926121869
npb_bt_compute_rhs_1,1718.8376912465,498.6376506224281
npb_mg_resid_gpu_kernel,1416.6864136859997,2550.1423215842415
sb_gmem_strided,5109.904551297,3677.68241536724
npb_ft_compute_indexmap_kernel,8233.9853488155,13894.815894331628
sb_divergence_50pct,852.5708418775,61.62081742217362
sgemm_8_kernel_bank_extra_col,1196.0771637425,0.5612151462707153
npb_lu_erhs_2,989.8562381724998,48.03633113839131
ub_7_scalar_store_arith,1625.298539453,1440.8554666849816
npb_is_create_seq_kernel,901.0008891615,2.702512249961298
npb_is_rank_kernel_7,868.7832968880001,0.2571003983975626
sgemm_11_kernel_double_buffering,1107.0955818795,0.19627123215475836
npb_lu_rhs_4,944.1214249675,46.97977452880193
npb_mg_comm3_kernel_1,997.0179828799999,102.38879082891874
npb_ft_cffts3_kernel_2,1299.601479386,7.274597192160108
ub_3_1d_store_empty_loop,1673.3057038069999,2175.3476115255203
ub_10_col_read_arith,1675.496491176,1361.8327468833638
npb_ft_init_ui_kernel,4256.0483208565,3697.6084026102267
npb_lu_jacu_buts_gpu_kernel,855.512068182,3.6634575347515925
npb_mg_psinv_gpu_kernel,1420.3878694535001,2616.4209894932847
npb_bt_compute_rhs_5,3522.8378290305,831.5974805791899
npb_sp_rhs_norm_gpu_kernel_2,858.0301090809999,0.7899539396694557
vector_add_n128,1684.1317138494999,4156.223118233559
ub_6_single_thread_store,1105.364233666,2703.774471034365
npb_bt_z_solve_1,1540.786011405,1807.792393898548
sgemm_1_naive,1630.9737038160004,3664.1535141405784
ub_8_col_read_reduce,1118.1761542225001,3954.8791144497504
npb_ft_cffts3_kernel_1,3266.9621578725,5089.056327838816
npb_ft_cffts1_kernel_3,2396.4385046995003,3300.291795430633
npb_mg_comm3_kernel_2,994.4655123749999,283.5816141228618
npb_bt_add,1106.7241316645,854.5349517615639
npb_ft_cffts1_kernel_2,44050.04885056699,305.40643917014603
vector_add_n64,1666.5879846325001,4156.223103210328
npb_sp_txinvr_gpu_kernel,945.004532264,166.29685151313697
npb_lu_ssor_1,932.1473207474999,306.69444186546434
npb_bt_compute_rhs_3,1374.235192082,332.6389955419293
npb_cg_kernel_eleven,1254.6983974735,210.69558859577972
npb_bt_compute_rhs_4,1243.2068101579998,977.4588709031568
npb_lu_rhs_3,974.1566925465002,47.022232223938154
npb_lu_pintgr_2,1072.2769639125,2190.56010947347
sgemm_10_kernel_warptiling,1044.630782149,0.24420479465507344
npb_lu_setbv_2,835.4464348055001,9.832255045337728
sb_smem_pressure,874.5787929104999,62.35816554792494
