kernelName,powerConsumptionJoules,predictedPowerConsumptionJoules
setp.ge.u32,253.97702022249987,232.79547
setp.ge.u32,368.845871635,337.4067
setp.ge.u64,499.4056032265001,497.349
setp.ge.u64,866.1041543130002,848.0956
setp.gt.f32,243.586683957,236.59872
setp.gt.f32,359.26854523200006,343.26117
setp.gt.f64,465.749403875,457.8806
setp.gt.f64,880.0427410100003,864.3044
setp.gt.s16,294.1037706000001,265.70642
setp.gt.s16,463.1953808465,424.29715
setp.gt.s32,250.60883059350016,240.65283
setp.gt.s32,363.3238259515,353.0871
setp.gt.s64,497.05265934749997,493.79962
setp.gt.s64,848.8780269875,837.80023
setp.gt.u16,281.6715189384999,265.28943
setp.gt.u16,458.3672957690001,441.05313
setp.gt.u32,248.6720450460001,245.40372
setp.gt.u32,364.79179075049996,364.2586
setp.gt.u64,510.0052099379999,500.46753
setp.gt.u64,867.7327938385,853.64795
setp.le.f32,246.65831307100007,239.30818
setp.le.f32,363.236579003,348.64087
setp.le.f64,454.94780084300004,443.6155
setp.le.f64,880.8457580585,859.2921
setp.le.s16,291.49424668800003,278.46066
setp.le.s16,466.7801318104998,453.65378
setp.le.s32,243.38575353749997,233.10335
setp.le.s32,357.18527745799986,334.2198
setp.le.s64,496.60031572899993,486.7679
setp.le.s64,864.4423028059999,852.42267
setp.le.u16,275.0733343089999,261.15833
setp.le.u16,457.4655987805001,433.815
setp.le.u32,250.25264412800001,238.50522
setp.le.u32,373.6684650795001,357.11694
setp.le.u64,498.79261422049996,476.46283
setp.le.u64,852.0028903229999,821.9432
setp.lt.f32,248.90136046750007,237.54
setp.lt.f32,360.0333245265,345.96628
setp.lt.f64,465.9741025700001,462.1505
setp.lt.f64,863.9405539375,859.4209
setp.lt.s16,284.51151700999986,263.60538
setp.lt.s16,466.75953699649995,442.22504
setp.lt.s32,246.65060571499987,246.53008
setp.lt.s32,373.8554763725,373.71924
setp.lt.s64,490.1149685095,483.07132
setp.lt.s64,844.80990821,836.6327
setp.lt.u16,288.0305978920001,273.05005
setp.lt.u16,455.1463263505001,439.0986
setp.lt.u32,244.23727647199996,220.74002
setp.lt.u32,360.8488168100001,322.2667
setp.lt.u64,509.292605009,487.3179
setp.lt.u64,876.2613079249999,850.6978
setp.ne.f32,250.70409223450002,244.16016
setp.ne.f32,363.28022098099984,357.4493
setp.ne.f64,463.41718266349994,457.703
setp.ne.f64,885.3934137464998,874.4898
setp.ne.s16,288.9280485245,282.82483
setp.ne.s16,468.556259067,457.7599
setp.ne.s32,242.29978815250004,232.53789
setp.ne.s32,362.265834776,344.75003
setp.ne.s64,484.81091964399985,478.21704
setp.ne.s64,852.5482532179999,850.4002
setp.ne.u16,276.6081178235001,268.58218
setp.ne.u16,461.8939594975,453.13385
setp.ne.u32,256.39803381550007,243.37102
setp.ne.u32,376.69464004899993,356.5846
setp.ne.u64,511.506850872,497.9863
setp.ne.u64,863.4495323425,844.47644
shfl.sync.down.b32,712.4080128169999,707.288
shfl.sync.down.b32,1273.7597214124999,1274.288
shl.b16,286.532490239,273.61893
shl.b16,453.876699087,433.43375
shl.b32,244.92349942550004,235.43929
shl.b32,354.81618597450006,335.00854
shl.b64,438.1635295965,430.699
shl.b64,763.626802645,748.7648
st.f32,435.49961596250006,427.34433
st.f32,588.635044298,586.06134
st.f64,751.1675330465,747.3205
st.f64,1439.3713906280002,1454.2441
st.s16,358.40525431000003,351.5496
st.s16,572.2596322540002,567.82855
st.s32,423.53658638050007,415.9669
st.s32,609.1917897275001,607.0253
st.s64,746.4111083955,734.8189
st.s64,1411.6275149705,1412.7445
st.s8,376.5640882345,369.9629
st.s8,580.867133538,574.6975
st.u16,374.2776283034999,364.53745
st.u16,591.8290683704997,584.0531
st.u32,431.4767410895,419.68948
st.u32,592.7742167355001,583.7164
st.u64,735.4214240025,730.19653
st.u64,1422.4731444630004,1433.1931
st.u8,336.09505704750006,329.86038
st.u8,561.1563439335,549.34564
sub.f32,262.6525319354999,263.6013
sub.f32,391.6796357525,399.00424
sub.f64,523.2539822655,504.97153
sub.f64,995.4395775229998,963.45013
sub.s16,318.99789297099994,310.9973
sub.s16,532.216290791,522.2071
sub.s32,268.05310287099996,251.1009
sub.s32,407.4798213820001,386.2223
sub.s64,516.1304310009999,503.08328
sub.s64,868.9741986834999,844.8231
sub.u16,316.956251368,303.894
sub.u16,517.6403030294999,500.35843
sub.u32,272.8815515945,258.80768
sub.u32,415.01743830749996,401.30936
sub.u64,516.8744491015,499.6705
sub.u64,874.0301323974999,863.3348
